Iltalehti,"Pekka ja Pätkä Suezilla H Klo 12.55 TV2 KOMEDIA (Suomi 1958) 70 min O: ARMAND LOHIKOSKI Vaikka nimessä oli ajankohtaisuutta (suomalaisia rauhanturvaajia  kanavalla), ei filmi sellainen ole. Sen Välimeren pohjukka on nimittäin perisuomalaista 30-luvun kioskikirjallisuuden eksotiikka-orienttia jostakin Bagdadin tuolta puolen aavikkorosvoineen, kalifeineen ja sulttaanitytär Suleimoineen (Assi Nortia). Muukalaisen kasvot HHHH Klo 13.25 KinoTV SCIFI (Englanti 1976) 134 min O: NICOLAS ROEG Nimekseen Thomas Jerome Newton (David Bowie) sanova muukalainen ilmestyy kuin tyhjästä ja rakentaa nopeasti keksinnöillä, viinalla, seksillä ja teeveellä bisnesimperiumin. Kun mies on outo ja menestyjä, ympäröivässä yhteiskunnassa kasvavat kateus, pelko ja viha, johon ei auta rakkauskaan (Candy  Clark). Surrealistinen, unenomainen kulttifilmi miehestä, joka halusi vain elämän lähdettä - vettä. Vaihtokaupat HHH Klo 18.00 SubLeffa KOMEDIA  (USA 1983)  116 min O: JOHN LANDIS Mark Twainin Prinssin ja kerjäläispojan muunnos on ""demokraattista"" parodiaa siniverestä ja etuoikeuksista, kun valkoinen Louis Winthorpe III (Dan Aykroyd) viedään miljoonaelämästä katuojaan ja kadulta supliikkimusta Billy  Ray Valentine (Eddie Murphy) tähtiin. Jumalia leikkivät miljardööriveljekset (mainiot vanhat Ralph Bellamy, Don Ameche). Väliin Landis poukkoaa kiimaista gorillaa ja katuluutaa (Jamie Lee Curtis). *- Van Wilder: Party Liaison  -* HH Klo 21.00 Sub KOMEDIA (USA 2002) min O: WALT BECKER Van Wilder (Ryan Reynolds) on ollut valmistumatta Coolidge-campusin kunkku seitsemän vuotta, kun isä (Tim Matheson) katkaisee rahasuonen. Van ei luovuta, sillä hän osaa jotakin: järjestää bileet. Yhdistelmä varhaisteinien Vaihdetaan vapaalle, Ferris- ja vähän vanhempien American Pie -filmejä vielä vähän vanhemmille. Toivon kaupunki HHHH Klo 21.00 Tv1000 Classic DRAAMA (USA 1991) 129 min O: JOHN SAYLES Hudson City on kuvitteellinen keskisuuri kaupunki New Jerseyssä, ei mikään mallikylä, vaan nykyamericanaa:    surkeita ryöstöyrityksiä, korruptiopormestari, poliiseja lain molemmin puolin, idealistinen musta kaupunginvaltuutettu (Joe Morton). Yhdestä korttelista nousee riita ja rasismi. Siihen sotkeutuu myös Nick (Vincent Spano), jolle grynderi-isä on  järjestänyt ay-hommia (palkkaa tekemättä mitään). Kyynisessä yhteiskuntanäkemyksessä risteävät 36 päähenkilön tarinat, elämän suuruudet ja pienuudet, rakkauskin polveilee limittäin ja lomittain. Viimeinen keisari HHH Klo 21.55 Yle Teema Draama (Kiina 1987) 150 min O: BERNARDO BERTOLUCCI Pu Yi oli 2-vuotiaana Kiinan keisari, 6-vuotiaana syrjäytetty Taivaan poika Kielletyn kaupungin  kotiarestissa, sitten pakolainen Japanin suurlähetystössä, playboy Tientsinissä ja Japanin perustaman Mantshukuon nukkehallitsija nimellä Ta Tang, 1945-50 vanki neuvostodatshalla, 10 vuotta Maon leireillä, lopulta ""toveri puutarhuri"" Pekingissä.  Mahtispektaakkeli komeasti kuvattuna (Vittorio Storaro) ja näyteltynä (Joan Chen oopiumiaddikti vaimo, John Lone aikuis-Pu). Samuraimiekka HH Klo 01.35 SubLeffa ACTION (USA 1998) 95 min O: LANCE MUNGIA 1957 Neuvostoliitto lähes tuhosi USA:n - vapaus jäi vain Vegasiin. 1997 Elvis on kuollut, ja uusi kuningas tarvitaan. Rock-samurai Buddy (Jeffrey Falcon) on erämaassa ja tapaa tähtiin  pyrkijöitä: pahikset ""ampuvat"" heviriffeillä, Buddy (vertaa Buddy Holly) vastaa rockabillylla, kunnes vastaan tulee Kuolema (Stephane Gauger): campia, Mad Maxia ja yllättävää sentimentoa, kun Buddyn seuraan tulee pikkumies (Justin McGuire).Elokuvaviikko Keskiviikko 19.3."
Aamulehti,"Joulunalusviikolla myönnettiin 22 työryhmälle yhteensä 17 miljoonaa markkaa, jotta ne pohtisivat yhteiskuntamme eri kansanryhmien hyvinvointieroja  kaikista mahdollisista näkökulmista. Mitä Pelastusarmeijan avustustoimiston johtaja, majuri Raili Nurminen olisi tehnyt 17 miljoonalla markalla, joka hänen mielestään on käsittämättömän suuri summa? Hän olisi kaikkein ensimmäiseksi ostanut ruokaa niille, jotka  kärsivät nälkää. Koruton totuus Suomesta jouluna 1997. Ihminen ei elä ainoastaan leivästä, mutta ei myöskään ilman leipää; ei ehkä ilman tutkimustakaan. Pelastusarmeijan autettavien jonot kasvavat, vaikka talous kasvaa kohisten ja vaikka Kela maksaa meille suomalaisille  erilaisina sosiaalisiirtoina 53 miljardia markkaa eli yli 10 000 markkaa jokaista suomalaista kohden vuodessa. Joulun aikaan ihmisten omaatuntoa on helpompi kolkuttaa kuin muina vuodenaikoina. Pelastusarmeijan padat, lukuisat hyväntekeväisyyskeräykset ja kirkoissa kannetut kolehdit tuottavat satoa. Paradoksaalista kyllä suomalaiset olivat anteliaimmillaan laman ollessa syvimmillään. Se osoitti, ettei lähimmäisenrakkaus ole kokonaan kuollut. Miten käynee tänä jouluna, jota edeltäneinä viikkoina turhuuden markkinoilla tungeksittiin niin arkisin kuin pyhinäkin ja joulukauppa nousi taas uusiin ennätyksiin?  Joulun sanoma tallautuu kiireessä helposti jalkoihin. Ihmisellä on taipumus pitää tarkkaan huolta oikeuksistaan, ellei hän ole yhteiskunnasta tavalla tai toisella syrjäytynyt. Nykynuoret osaavat marssia ''sossuun'' kysymään mitä heille maksetaan, kun he muuttavat pois kotoa.  Aikaisemmille sukupolville ajatuskin oli mahdoton. Ihan yhtä helppoa ei ole muistaa, että oikeuksista seuraa velvollisuuksia ja vastuunkantoa. Etuuksista on maksettava veronsa, vaikka niitä ei rakastaa tarvitsekaan. Ihmisoikeuksien yleismaailmallinen julistus hyväksyttiin jo 50 vuotta sitten. Meille ne ovat itsestäänselvä asia (tosin päätään nostanut rasismi kertoo muusta) mutta eivät läheskään joka puolella maailmaa. Vain viikko sitten Turkkia kehotettiin parantamaan ihmisoikeuksiaan ennen kuin sen kannattaa  pyrkiäkään EU:n jäseneksi. Raha ei ratkaise kaikkea edes kansainvälisessä politiikassa. Helmut Schmidtin ja Kalevi Sorsan kaltaiset vanhemmat valtiomiehet eri puolilta maailmaa ovat ottaneet huolekseen muistuttaa kolikon toisestakin puolesta eli ihmisoikeuksien täydentämisestä ihmisten velvollisuuksilla ja  vastuilla. Ihmisen velvollisuuksien julistuksessa korostetaan ihmisyyden perusperiaatteita, väkivallattomuutta ja elämän kunnioittamista, oikeudenmukaisuutta ja yhteisvastuuta, totuudellisuutta ja suvaitsevaisuutta sekä toinen  toistensa kunnioittamista ja kumppanuutta. Ne sisältävät koko ihmiskunnan kannalta perustavanlaatuisia asioita kuten jokaisen ihmisen, eläinten ja luonnon kunnioittamisen ja sen, että kukaan tai mikään ei ole hyvän tai pahan yläpuolella, vaan kaikkia sitovat  moraaliset normit. Yhtä hyvin ne korostavat jokaisen ihmissuhteen peruskiviä kuten rakkautta, kunnioitusta, arvostusta, huolenpitoa, uskollisuutta ja anteeksiantoa. Joulun sanoma kiteytyy julistuksessa tähän: jokaisen järjellä ja omallatunnolla varustetun yksilön on hyväksyttävä velvollisuus kohdella jokaista ja kaikkia - niin perheitä ja yhteisöjä kuin rotuja, kansakuntia ja uskontoa -  yhteisvastuun hengessä. Kaikki, mitä te tahdotte ihmisten teille tekevän, tehkää myös te samoin heille.Ihmisoikeudet, velvollisuudet ja vastuu"
Keskisuomalainen,"Pentti Rytkönen Ensimmäistä kertaa metropoliitta Leo ei kuitenkaan Jämsässä ollut. Hän kertoi pysähtyneensä ""hirvikahvilassa"" valtateiden risteyksessä satoja kertoja ajaessaan Pielavedelle tai sieltä pois. Nyt vierailu kesti kahvihetkeä kauemmin eli viitisen tuntia. — Kerran minulta puhkesi juuri Jämsässä autosta rengas. Vaihdoin renkaan hirvikahvilan pihassa ja kuulin samalla radiosta, että presidentti oli nimittänyt minut Joensuun piispaksi, metropoliitta Leo muisteli Jämsän maatalous- ja puutarhaoppilaitoksen kahvipöydässä. Harvinainen vieras oli erittäin kiinnostunut opinahjon isoista kasvihuoneista, joissa kasvatetaan kukkien lisäksi tomaatteja ja kurkkuja. Tuhohyönteisten luonnollinen torjunta petopunkeilla oli yksi ihmetyksen aihe. Löytyipä kasvinlehdeltä näytiksi yksi petolude. Kokeiluluontoinen viinirypäleen kasvatus sai metropoliitta Leon tenttaamaan puutarhuri Ilkka Seppälää. — Teittekös kotiviiniä. Jaa ei, kaikki meni siis maistellessa. Koulun oppilaille metropoliitta Leo kertoi, ettei Suomen ortodoksisessa kirkossa ole havaittavissa rasismia. Hiippakunnan piirissä on kymmeniä kansallisuuksia, ja kuukausitasolla jumalanpalveluksia pidetään ainakin viidellä kielellä. Suomessa ortodokseja on 60 000 ja määrä kasvaa koko ajan pienellä kiihtyvyydellä. Leppoisan oloinen piispa vastaili oppilaiden kysymyksiin hymynkare suupielessä. Yksi kysymys koski penkkien puuttumista ortodoksikirkoista. — En minä ole nähnyt yhtään kirkkoa, jossa ei olisi penkkejä niille, jotka niitä tarvitsevat. No, pääasiassa siellä seisotaan. Kun te seisotte ja rukoilette niin ette ainakaan nukahda, piispa selvitti. Jämsästä metropoliitta Leo seurueineen siirtyi UPM-Kymmenen paperitehtaalle Jämsänkoskelle. Tehdas on SC-painopapereiden ykkösvalmistaja maailmassa. Tehtaan lippulaiva paperikone PK 6 kunnioitti vierailua paperikatkolla. Paperi saatiin kuitenkin nopeasti päälle. Konejätti pyöritti vierailun loppupuolella tampuurille paperia lähes 100 kilometrin tuntivauhdilla. Tarkastuksen loppuohjelmaan kuului käynti matkamiehen ristillä Jämsässä ja ehtoopalvelus Jämsän seurakuntatalossa. Jämsänseudun noin sadalla ortodoksilla ei ole omaa tsasounaa eli rukoushuonetta. Paikalliset ortodoksit kuuluvat Tampereen seurakuntaan, jonka tarkastukseen Jämsän vierailukin kuului.Ensimmäinen ortodoksinen piispantarkastus vauhdilla läpi Jämsänjokilaaksossa.Metropoliitta Leo tarkasti petopunkkeja ja paperintekoa"
Iltalehti,"Cyclomania TV1 klo 21.00 Simo Halinen (2001) Fillarilähetti K (Tapio Nurkse) haluaa päästä polkemaan kilpaa - maajoukkueeseen ja maailmalle. Yksioikoisen pojan pakkomielle luo varjoja hänen ja parhaan kaverin Eetun (Tommi Mujunen) välille: kilpailua on töissä ja kisoissa. Mutta kun kaksikon  kuvioihin pyrähtää toisenlaisesta maailmasta biologian tentteihin valmistautuva Oona (Elena Leeve), uusi kilpailu on valmis. Halisen ensimmäinen pitkä on nimen mukaan pyöräilymaailmaa, mutta samalla nimi taisi aikanaan   vieraannuttaa kohderyhmänsä (nuoret). HHH DRAAMA Stepfordin naiset Sub klo 21.00 Frank Oz (2004) Joanna Eberhart   (Nicole Kidman) on menettänyt työnsä teeveessä ja suostuu lähtemään miehensä (Matthew Broderick) ehdotuksesta Manhattanilta Stepfordiin Connecticutiin. Siellä on ihmeidylli, jossa naiset ovat yhtä hymyä, heidän keittiönsä superkiiltäviä ja he   itse sängyn seksiatleetteja - miehinen paratiisi. Jokin alkaa kuitenkin kaihertaa Joannan mielessä. Bryan Forbes teki Ira Levinin satiirista hyvän filmin vuonna 1975, mutta kun Oz  on lähtenyt tekemään komediaa, kaikki    latistuu. H KOMEDIA Hyvästi, kaunokaiseni TV1000 Classic klo 22.00 Edward Dmytryk Kattovalo, epämääräisiä ääniä,   yksityisetsivä Marlowe ympärillään poliisit - ja murha. Ja niin Marlowe (Dick Powell) alkaa kertoa; flashbackina mennään yöhön: murhaa, kiristystä, lahjontaa, petosta, sadismia, huumeita, seksin hyväksikäyttöä ja ennen kaikkea yläluokkaista   korruptiota, kun Marlowella on kaksi juttua, jotka tuntuvat oudosti kiertyvän yhteen. Film noirin kivijalkaa Raymond Chandlerin kerronnallisena hard boiled -menona, kuvallisena mykän filmin saksalaisekspressionismia. HHHH FILM NOIR Seksijahti Teema klo 23.20 Yasuharo Hasebe (1970) Makon (Meiji Kaji) moottoripyöräjengi joutuu   kahden poikajengin väliin: Kotkat vihaavat Kakaroita (mustien amerikkalaissotilaiden jälkeläisiä), ja väkivallassa, prätkillä ja rockilla liikkuva Nora-neku rokku -sarja saa uusia mausteita Molotovin cocktaileista ja raiskauksista muuhun, jossa   tumma Kazuma (Rikiya Yasuoka) haeskelee kadonnutta sisartaan Megumia. Haseben yllätys on tuoda mukaan Japanin sisäinen rasismi: eta-luokka ja korealaiset ovat saaneet joukkoonsa afrojapanilaiset. HH DRAAMAIllan leffat"
Keskisuomalainen,"Kuluva lokakuu oli käänne työmarkkinoilla. Työantajajärjestö EK oli ajanut vuodesta 2004 lähtien palkkaneuvotteluja kohti liittoja ja työpaikkoja. Työntekijäkeskusjärjestöistä näytti tulevan sukupuuttoon kuolevia norsuja. SAK:n mahti heikkeni erityisesti viime hallituskaudella. Keskustan ja kokoomuksen porvarihallitus ei halunnut puuttua työmarkkinaneuvotteluihin. Sille työmarkkinat olivat politiikan ulkopuolista aluetta. Ainoastaan vaalitaktisista syistä kokoomus haki vuonna 2007 menestystä löysillä lupauksilla hoitajille. Se johti sitten tiukkaan työtaisteluun. Kokoomuksessa tilannetta säpsähdettiin. TÄNÄ SYKSYNÄ kaikki muuttui nopeasti, vaikka pohja muutoksille luotiin jo kevään eduskuntavaaleissa. SDP nousi hallitukseen ja toi mukanaan murentuneeksi luullun SAK:n. Moni sosiaalidemokraattinen ministeri otti esikuntaansa SAK-taustaisia vaikuttajia. Ja mikä tärkeintä, hyvällä vaalimenestyksellä kansanedustajaksi noussut Lauri Ihalainen (sd.) tuli Jutta Urpilaisen (sd.) ministeriksi. Se oli mahdollisuus. Nyt avainpaikoilla oli ihmisiä, jotka halusivat ay-keskusjärjestöille arvoa ja valtaa. Juhannuksen jälkeen SAK-siipi sai yllättävää ulkoista apua. Kreikan velkaongelmat alkoivat levitä eurooppalaiseksi velkakriisiksi. Talousnäkymät synkentyivät yhdessä syksyn tulon kanssa. Nyt Elinkeinoelämän keskusliitossakin (EK) pelättiin riitaisia liittokierroksia. Keskitetty tuloratkaisu alkoi näyttää kohtuullisen hyvältä vaihtoehdolta. Kerran keskitetty ratkaisu ehti jo kariutua, mutta viime viikolla uusintayritys toi tuloksen. SAK ja muutkin työntekijäkeskusjärjestöt ovat nyt palanneet suureen rooliin yhteiskunnassa. Mullistuksen tärkein taustavaikuttaja oli entinen SAK:n puheenjohtaja, työministeri Ihalainen. Vähäinen ei ole Urpilaisenkaan osuus. Hän näytti jälleen, että valta ja voima hallituksessa on SDP:llä. LIEKSAN rasismi nousi viime viikolla Helsingin Sanomien pääuutiseksi. 12 700 asukkaan Lieksa on vanha kaupunki Pielisen rannalla Pohjois-Karjalassa. Sen väkiluku on laskenut viisi vuosikymmentä. Vuonna 1960 tässä Markku Pölösen elokuvan Klondykessa asui 26 900 ihmistä. Lieksa on sen jälkeen ollut jatkuvasti menettäjä. Pääkaupungin media tapaa projisoida pahat asiat syrjäseuduille, vaikka sitä samaa pahaa löytyisi myös läheltä. Määrällisesti rasismia on paljon enemmän Helsingissä kuin Lieksassa. Suuri uutinen ei ole se, kuinka rikkaat ihmiset eivät muuta maahanmuuttajalähiöihin. Tai kuinka keskiluokka etsii pääkaupunkiseudulla lapsilleen ”valkoisia” kouluja. Rasismi on vakava rikos. Kauhea teko on myös rasismin ulkoistaminen oman yhteisön ulkopuolelle. Mieluusti jonnekin syrjä-Suomeen. Jos rasismi nähdään vain ”toisten” ongelmana, muutosta ei tule. pekka.mervola@keskisuomalainen.fi Kirjoittaja on Keskisuomalaisen päätoimittaja.NIMELLÄ Pekka Mervola Helsingin Sanomat noukkii pahan syrjäseuduilta.Ja Ihalainen oli lopulta voittaja"
Aamulehti,"Dokumenttiprojekti: Kongon Akseli TV2 klo 22.50 HHHH Dokumentti. Hämeenkyrölänen Akseli Leppänen  pakenee sydänsurujaan kauas Afrikkaan, Kongoon. Merkillisen tuntematon on suomalaisille tieto, että yli 200 maanmiestämme teki töitä konemiehinä Kongon jokilaivoilla 1800- ja 1900-lukujen taitteessa. Kongo oli Belgian  siirtomaa. Me olemme osa siirtomaavallan historiaa. Ja millaista historiaa. Erityisesti Belgian kuninkaan Leopold II:n aikana alueen väestöä kidutettiin, silvottiin, teloitettiin, raiskattiin ja heidän kyliään poltettiin. Alueen väkiluku laski 40 vuodessa 20 miljoonasta kymmeneen miljoonaan 1880-luvulta lähtien. Kyseessä on yksi ihmiskunnan suurimmista kansanmurhista. Ohjaaja Jouko Aaltonen ja ohjelman toinen käsikirjoittaja historioitsija Seppo Sivonen löysivät Akselin uskomattoman huolelliset päiväkirjat Siirtolaisuusinstituutin arkistoista. Akseli on idealistinen nuorukainen, joka Kongoon mennessään arvostelee valkoisia ""neekerien piiskaamisesta"". Dokumentin  tempo on rauhallinen. Arkistokuviin rinnastetaan otoksia nyky-Kongosta. Sen minkä dokumentti kuvamateriaalissa (jokilaiva menee, jokilaiva tulee) menettää, se voittaa sisällön vaikuttavuudessa. Vaikka todellisuus on julmaa,  saa elokuva kerrottua sen eleettömästi, niin että tiedon voi vastaanottaa. Siitä kiitos. Hämeenkyröläisen miehen elämän kautta se kertoo rasismin ja eurooppalaisen kolonialismin historiaa. Miten vuodet rattaana siirtomaassa vaikuttavat nuorukaiseen? Tarttuuko Akseli lopulta chicoteen, virtahevon nahkaiseen ruoskaan? Anu Ala-KorpelaTarttuuko idealisti lopulta ruoskaan?"
Iltalehti,"Äiti kääri vastasyntyneen peittoon ja pakeni porras- käytävään pyörryksissä oksentaen ja yskien. Koti-ilta Helsingin Meri-Rastilassa keskeytyi odottamattomasti, kun joku suihkutti suuren määrän kyynelkaasua asunnon postiluukusta puoli kahdeltatoista sunnuntaina. Nuori äiti ja kolmeviikkoinen poikavauva olivat kotona kahdestaan - ja onneksi hereillä. Perheenisä, somalialaissyntyinen Abdullahi Mohamud Ayah epäilee hyökkäystä rasistiseksi teoksi. - Pieni lapseni joutui  teho-osastolle ja vaimonikin sairaalahoitoon. Poliisi on turvallisuussyistä kieltänyt meitä palaamasta kotiimme, hätääntynyt mies kertoo. Hän on asunut Suomessa 14 vuotta. *- Autovaras iski samana iltana -* Ayah aavisti pahaa jo alkuillasta. Hän oli palaamassa kotiin, kun huomasi harmaan Opel-henkilöautonsa kadonneen parkkipaikalta. Hetken kuluttua soitti ystävä, joka ihmetteli, miksi tuttu auto lojui hylättynä läheisen  moottoritien varressa. - Moottoriin oli kaadettu hiekkaa, cd-levyt ja soitin oli viety, akku oli hajotettu. Auto on valmis kaatopaikalle, mies kuvailee. Hän lähti vielä illalla tekemään rikosilmoitusta  Itäkeskuksen poliisiin. Samaan aikaan tapahtui kotona. Ayah sai tiedon kyynelkaasuhyökkäyksestä puhelimitse. Mies pisti heti juoksuksi, mutta ei päässyt asunnossaan juuri eteistä pidemmälle, sillä kaasu sai hänet yskimään ja oksentamaan. Vaimo ja lapsi olivat paenneet alakerran naapurin luo turvaan. Naapuri lääkitsi heitä roiskimalla vettä kasvoihin. - Kyynelkaasu ei ehtinyt vauvan keuhkoihin, mutta  päivystävän lääkärin mukaan suurempi annos olisi voinut olla hengenvaarallinen, Ayah kertoo. Koti ei enää turvallinen Perheen onneksi väliovi oli hyökkäyshetkellä puoliksi kiinni, minkä ansiosta  kaasu ei heti tulvahtanut koko asuntoon. Hyökkäyksestä muistuttivat eilen keltaiset läikät ovessa ja muovilattiassa. Haju ei ollut hälvennyt läpivetotuuletuksesta huolimatta. Eilen sairaalasta päässyt perhe joutui etsimään  yösijan tuttaviensa suojista. - Tämä asunto ei ole terveyssyistä asuttava. Vielä nytkin yskittää, Ayah sanoo. Kodissa ei ole enää turvallista asua myöskään siksi, että hyökkääjä ei Ayahin tietojen mukaan  vielä ole virkavallan tiedossa. Helsingin Itäkeskuksen poliisipiiristä vahvistetaan, että tapauksen tutkinta on heillä käynnissä. Ayahin omalle rasismiepäilykselle pohjan antoi lähistöllä asuvan miehen kommentti päivää  myöhemmin. - Mies sanoi minulle syntyperääni viitaten, että ""siitä saatte, kun raiskaatte suomalaisia naisia ja ryöstätte Kaisaniemen puistossa"". Olen asunut täällä 14 vuotta, ja tämä on ensimmäinen kerta, kun kohtaan rasismia tässä laajuudessa.Kyynelkaasua postiluukusta - vauva teholle"
Lapin kansa,"Bryssel Tintti-sarjakuvaa syytetään taas rasismista. Brysselissä opiskeleva kongolainen Mbutu Mondondo Bienvenu vaatii, että sarjakuva ""Tintti Afrikassa"" alkuperäiseltä nimeltään ""Tintin au Congo"" vedetään pois myynnistä. Bienvenun mukaan kirja kuvaa afrikkalaiset stereotyyppisinä mustaihoisina, joita valkoiset siirtomaaisännät hallitsevat. Nykyinen Kongon demokraattinen tasavalta oli Belgian siirtomaa vuoteen 1960 asti. Hakemus sarjakuvan poistamisesta myynnistä on saapunut syyttäjälle elokuun alussa. Jutun ratkaisua voidaan joutua odottamaan kuitenkin puoli vuotta. Tintti-sarjakuvaan oikeudet omistava kustantamo Moulinsart on tietoinen  tapauksesta. Kustantamon mukaan sillä ei ole mahdollisuuksia vetää vuonna 1931 julkaistua sarjakuvakirjaa pois myynnistä. Kyseessä ei ole ensimmäinen kerta, kun samaista sarjakuvaa syytetään rasismista. Britannian tasa-arvokomitea kehotti aiemmin tänä vuonna kirjakauppoja siirtämään Tintti-sarjakuvan lastenkirjojen joukosta aikuisille tarkoitettujen kirjojen jatkeeksi. (STT, Reuters)Tintti-sarjakuvaa syytetään rasismista"
Aamulehti,"Hämeen hardcore- ja punk-yhteisöt iskevät perjantai-iltana rasismia vastaan ja suvaitsevaisuuden puolesta. Klubin 03 Unity Against Racism -illassa (luku viittaa Hämeen telealueen suuntanumeroon) soittaavat alkujaan joensuulainen, mutta sittemmin Pirkanmaallekin levittäytynyt alan veteraani Wasted, lahtelainen Out of Breath sekä paikalliset kyvyt Remissions ja Ei. Ei? Mille kaikelle Ei sanoo ei? - Rasismille, suvaitsemattomuudelle ja nykyhallitukselle, linjaa Eetu, Ein laulaja ja toinen illan dj:stä. - Ja hieman myös sille, miten Lindholmin  Olli kohteli Jay Lewisia ja sitä toista (Duffy Terävää). Ei perustettiin Tampereen Otavalankadulla keväällä 2015, jotta Antti, Miikka ja Wille pääsisivät tuulettumaan perheidensä luota - ja ettei Eetu pelaisi liikaa tietokonepelejä. Mutta kuinka Ein musiikkia kuvailisi ihmiselle, joka ei ole sitä milloinkaan kuunnellut? - Yritettiin Minor Threatia, tulikin Popedaa, Eetu kiteyttää. Klubi 13.1. klo  20-04. Liput 8 e. Kuuntele Ein levy I osoitteessa eihc.bandcamp.com.Korjaus:Ei  sanoo ei rasismille"
Iltalehti,"Lentoyhtiöt tuntuvat katsovan karsain silmin ylipainoisia matkustajia. Tämän tosiasian on joutunut viimeksi toteamaan  ranskalainen leipuri Jean-Luc Chazalon, jota matkatoimisto varoitti siitä, että hän ei ehkä pääsekään unelmalomalle Egyptiin 160 kilon elopainonsa takia. Matkan oli tilannut Jean-Lucin Gisele-siippa, mutta kun pariskunta yritti nousta koneeseen se oli kuulemma ""viimeistä sijaa myöten täynnä"". Eikä Jean-Luc ole ainoa syrjityksi joutunut. Juuri ennen elokuun puoliväliä niinikään ranskalainen Jean-Paul Touze haastoi maan kansallisen lentoyhtiö Air Francen oikeuteen, koska hän kieltäytyi  ostamasta yhtiön vaatimaa kahta istuinpaikkaa Pekingin-lennolle. 170-kiloinen Jean-Paul jäi kentälle katselemaan koneen lähtöä ja syyttää nyt Air Francea rasismista. Iran uskoo taas uhkapeliin Politiikassaan omituisista tempauksistaan tunnetuksi tullut Iran on jälleen tullut siihen tulokseen, että uhkapeli kannattaa - maassa järjestetään 1. syyskuuta 20 vuoteen ensimmäinen lottoarvonta, jotka Teheranin hallitus  kielsi aikoinaan rappeutuneiden länsimaiden hapatuksena. Vai olisiko niin, että hallituksen kassakirstut ovat tyhjenemässä? Syyskuun arvonnan pääpalkinto on 250 miljoonaa rialia eli tuollaiset 470 000 markkaa. Hopealle sijoittunut voittaja korjaa  taskuunsa 100 miljoonaa ja kolmanneksi tullut 80 miljoonaa rialia. Periaatteessa islaminusko kieltää korttipelit, vedonlyönnit ja kaikenlaiset sattumaan perustuvat rahapelit. Rastat älkööt vaivautuko Kiista hippinuorison ja ""narutukkaisten"" rastojen oikeudesta päästä Karibian aurinkoon Britannian Neitsytsaarille on jälleen nostamassa päätään. Saarivaltiossa säädettiin näet 1980-luvulla asukkaiden vaatimuksesta laki, joka  kieltää hippien ja rastojen pääsyn alueelle näiden kuulemma epäsäännöllisten elämäntapojen takia. Nyt paikallinen sanomalehti BVI Beacon on puuttunut tällaiseen syrjintään pääkirjoituksessaan jo toisen kerran ja vaatii lain mitätöimistä, koska se kuulemma saattaa Neitsytsaaret naurunalaisiksi muun maailman silmissä. Lehti kysyykin - ehkä aiheellisesti - miksi kaiken maailman hämärämiehet saavat puuhata pimeitä touhujaan saarilla ilman että virkavalta puuttuu asiaan.Painavat jäävät ilman lomia"
